rewards,ma_rewards
-620.544517925916,-675.0824144242048
-616.2525338646907,-669.1994263682534
-622.1279589727255,-664.4922796287007
-740.9408964379625,-672.1371413096268
-799.8695164506189,-684.9103788237261
-501.6115936257368,-666.5805003039272
-789.2906458652399,-678.8515148600585
-414.58052687962754,-652.4244160620154
-648.8034319400208,-652.062317649816
-652.2853014751329,-652.0846160323478
-544.8985377304678,-641.3660082021597
-664.2166892192838,-643.6510763038722
-625.0100576214554,-641.7869744356304
-806.0486264537288,-658.2131396374403
-738.4636604261619,-666.2381917163125
-837.8855163001963,-683.402924174701
-737.036049223844,-688.7662366796153
-962.9022818076941,-716.1798411924232
-719.5453409140013,-716.5163911645809
-510.393719831278,-695.9041240312506
-413.4458309029771,-667.6582947184233
-732.7371172043686,-674.1661769670179
-749.7117091134207,-681.7207301816582
-716.4308649752487,-685.1917436610173
-615.3565284980355,-678.2082221447191
-677.2543997179769,-678.1128399020448
-735.804438107147,-683.881999722555
-800.5023454492095,-695.5440342952204
-631.6358452249412,-689.1532153881925
-626.8533755463268,-682.923231404006
-623.7334489043346,-677.0042531540389
-739.5065384114373,-683.2544816797788
-752.3054209828264,-690.1595756100836
-625.9064054393913,-683.7342585930144
-745.5084563235647,-689.9116783660695
-743.367230389126,-695.2572335683752
-503.5338329272678,-676.0848935042645
-745.0452593835325,-682.9809300921913
-741.0622401541435,-688.7890610983866
-735.1403707220992,-693.4241920607578
-629.242637978144,-687.0060366524965
-747.8843946796912,-693.093872455216
-629.7991431346286,-686.7643995231572
-738.8468980143127,-691.9726493722727
-858.0995620583806,-708.5853406408835
-812.8577652849925,-719.0125831052944
-747.1551403907126,-721.8268388338363
-509.58899282159604,-700.6030542326123
-629.7882987781948,-693.5215786871706
-614.3676495094893,-685.6061857694025
-851.7496509408253,-702.2205322865448
-501.59156661269424,-682.1576357191598
-746.0603110403484,-688.5479032512786
-510.1080753715514,-670.703920463306
-512.3896236252635,-654.8724907795017
-568.7244423018478,-646.2576859317363
-254.86821710956522,-607.1187390495193
-748.1197263724137,-621.2188377818088
-511.2689872750572,-610.2238527311337
-606.9289291789042,-609.8943603759107
-506.30130775596353,-599.535055113916
-751.8206781739517,-614.7636174199196
-739.6991042871123,-627.2571661066389
-483.12392739328783,-612.8438422353038
-486.366648429265,-600.1961228547
-373.08400220718113,-577.4849107899481
-739.2550302121037,-593.6619227321637
-704.1046584283337,-604.7061963017807
-625.9469117745865,-606.8302678490613
-648.0875283760352,-610.9559939017587
-745.2904533075006,-624.3894398423329
-629.1673318163741,-624.867229039737
-740.0499664878374,-636.385502784547
-724.3865243200426,-645.1856049380966
-568.682876331817,-637.5353320774686
-503.024611769463,-624.0842600466681
-742.6278791636878,-635.93862195837
-627.6716992956856,-635.1119296921016
-500.8303892459835,-621.6837756474898
-506.02907264840474,-610.1183053475813
-630.4273340410391,-612.1492082169271
-632.9928294384723,-614.2335703390818
-628.858625969375,-615.6960759021111
-721.1217030899372,-626.2386386208938
-621.6300961513471,-625.7777843739391
-504.868467214762,-613.6868526580214
-677.8609993109341,-620.1042673233127
-732.5119690737345,-631.3450374983549
-511.05206899363833,-619.3157406478832
-498.5099050128144,-607.2351570843764
-622.7929382055813,-608.7909351964969
-523.3540303739413,-600.2472447142413
-700.5135613777214,-610.2738763805894
-489.34567347098226,-598.1810560896287
-277.82725811268466,-566.1456762919344
-489.2666682817948,-558.4577754909204
-507.2977313870708,-553.3417710805355
-377.3326906880543,-535.7408630412874
-330.9718270011265,-515.2639594372713
-377.42601856590926,-501.4801653501351
-242.88074113658746,-475.6202229287804
-369.03511975981496,-464.9617126118838
-260.13600067562913,-444.47914141825834
-755.7250902754913,-475.60373630398163
-388.2516355637801,-466.8685262299615
-634.5723105986009,-483.63890466682545
-375.88978212497534,-472.8639924126404
-597.7324685672905,-485.3508400281055
-624.0057557617181,-499.2163316014668
-259.1565138774129,-475.21034982906144
-503.0562309951981,-477.99493794567513
-767.2553892670902,-506.92098307781663
-384.5090515075521,-494.6797899207902
-578.7922518223467,-503.0910361109459
-740.0189852685367,-526.783831026705
-381.35681617143456,-512.241129541178
-712.1014342207901,-532.2271600091392
-725.7303734539578,-551.577481353621
-494.4112527678851,-545.8608584950474
-494.8550506779963,-540.7602777133422
-394.36782423324297,-526.1210323653323
-573.9079395271765,-530.8997230815168
-630.1997283953266,-540.8297236128977
-128.89644019385395,-499.6363952709934
-367.6173761827015,-486.43449336216423
-745.0468197706027,-512.2957260030081
-731.912979087921,-534.2574513114994
-491.7698351102309,-530.0086896913725
-558.9750117531801,-532.9053218975533
-620.2766895951286,-541.6424586673108
-372.39645268640817,-524.7178580692206
-152.90639901649448,-487.536712163948
-123.30228768282376,-451.1132697158356
-250.64306748326106,-431.06624949257815
-371.50202410390176,-425.1098269537105
-727.258213222923,-455.32466558063174
-381.7407049804778,-447.9662695206164
-368.69675340130976,-440.03931790868575
-360.8965806494755,-432.1250441827647
-381.7488044551438,-427.0874202100026
-619.2738673407222,-446.3060649230746
-607.0766359784445,-462.38312202861164
-466.3180087330095,-462.77661069905145
-259.7815442855908,-442.4771040577054
-500.922825382326,-448.32167619016747
-374.0852293900678,-440.8980315101575
-492.6736275943738,-446.07559111857915
-505.5365783230722,-452.0216898390285
-616.2738988833261,-468.4469107434583
-503.23983424486335,-471.9262030935989
-720.9671553770326,-496.8302983219422
-764.857082638329,-523.6329767535809
-798.8794050101511,-551.1576195792379
-376.9000268649737,-533.7318603078115
-383.84158003061003,-518.7428322800914
-596.8251916105241,-526.5510682131347
-619.8778127003718,-535.8837426618585
-386.3258370626474,-520.9279521019374
-618.5178817507782,-530.6869450668215
-458.3262615303614,-523.4508767131755
-477.27727072081655,-518.8335161139396
-379.18492626269955,-504.8686571288156
-505.592681776775,-504.94105959361156
-260.49909411197405,-480.4968630454478
-768.3907361960692,-509.28625036050994
-514.0014687546302,-509.757772199922
-612.8810028257012,-520.0700952624999
-590.6674976755821,-527.1298355038081
-503.8682623991061,-524.8036781933379
-506.9572389438494,-523.0190342683891
-511.9275405671244,-521.9098848982626
-589.7186056153255,-528.6907569699689
-718.3150600841935,-547.6531872813914
-388.75908810103755,-531.7637773633561
-619.9203589296606,-540.5794355199865
-379.9896604222077,-524.5204580102087
-484.2193073107926,-520.490342940267
-516.6605588224403,-520.1073645284844
-520.996622481816,-520.1962903238175
-130.14042985622248,-481.19070427705805
-498.73409194004364,-482.9450430433566
-615.1083332731106,-496.161372066332
-382.8602637468356,-484.83126123438234
-553.3624180166554,-491.68437691260965
-498.9405339935799,-492.40999262070665
-626.3252145670468,-505.8015148153407
-619.5173002442012,-517.1730933582268
-619.5846136234458,-527.4142453847487
-573.4978954352274,-532.0226103897966
-723.1924074864196,-551.1395900994589
-500.62383567757433,-546.0880146572705
-799.820649023892,-571.4612780939326
-856.5947710922045,-599.9746273937599
-506.4451697383306,-590.6216816282171
-384.962379927225,-570.0557514581179
-508.95149688280947,-563.9453260005871
-501.83030860086336,-557.7338242606147
-623.7181324203956,-564.3322550765928
-587.6228635551911,-566.6613159244527
-575.9810769052847,-567.5932920225358
-495.7343492055356,-560.4073977408358
-500.49166894749703,-554.415824861502
-387.2177938754196,-537.6960217628937
-632.5493897285078,-547.1813585594551
-635.3137592644242,-555.9945986299521
-819.8864513714321,-582.3837839041
-359.37549734240383,-560.0829552479305
-503.2517062147273,-554.3998303446102
-381.5443327519265,-537.1142805853418
-638.4982604107332,-547.2526785678809
-502.9159483315268,-542.8190055442456
-846.3978891571155,-573.1768939055326
-783.1899572414701,-594.1782002391263
-621.3638729711882,-596.8967675123325
-622.3031121234334,-599.4374019734425
-380.9199943305929,-577.5856612091576
-865.2996091285677,-606.3570560010987
