rewards,ma_rewards
-662.8378401929696,-508.41550860937417
-493.33812456127185,-506.907770204564
-494.09135804302315,-505.6261289884099
-630.7219710288571,-518.1357131924547
-652.2878843200634,-531.5509303052155
-497.6353584313016,-528.1593731178241
-500.5048805552335,-525.393923861565
-482.3290288770805,-521.0874343631166
-624.0678542483047,-531.3854763516354
-495.72548757837166,-527.819477474309
-321.4635723805103,-507.1838869649292
-721.0777240727651,-528.5732706757128
-484.03780561161693,-524.1197241693033
-387.27237240012687,-510.4349889923856
-371.7580386180189,-496.567293954949
-715.1087906960397,-518.4214436290581
-746.8764439611666,-541.266943662269
-386.911611096031,-525.8314104056452
-644.174625898742,-537.6657319549549
-636.4897308877624,-547.5481318482357
-377.3400718417384,-530.527325847586
-480.74369056323064,-525.5489623191504
-732.9181499675284,-546.2858810839882
-744.9273023894863,-566.150023214538
-626.0391405673688,-572.1389349498211
-403.3878040285926,-555.2638218576982
-842.478334816447,-583.9852731535731
-741.3075489857042,-599.7175007367862
-501.04819798179216,-589.8505704612869
-496.066922165209,-580.4722056316791
-492.5772491041136,-571.6827099789226
-523.5972360931887,-566.8741625903492
-380.60283371297663,-548.2470297026119
-570.7196312209293,-550.4942898544437
-350.6463958383223,-530.5095004528315
-315.7602430395667,-509.03457471150506
-366.5946483669924,-494.7905820770538
-268.37098803193925,-472.1486226725424
-134.75317432530687,-438.40907783781887
-608.3985711676121,-455.4080271707982
-512.5776814613168,-461.1249925998501
-387.152787049643,-453.7277720448294
-785.9710953897569,-486.9521043793222
-478.90588422805854,-486.14748236419587
-612.2176396081434,-498.7544980885906
-363.956369739516,-485.2746852536831
-134.3018681612433,-450.17740354443913
-383.9716322380662,-443.55682641380184
-622.6440484199309,-461.4655486144148
-259.9187886120972,-441.31087261418304
-384.4612834463618,-435.6259136974009
-380.76994286135243,-430.1403166137961
-632.1692649984586,-450.3432114522624
-373.90143340034206,-442.6990336470704
-612.1145819442323,-459.6405884767866
-697.0148422457191,-483.3780138536799
-503.58667291793006,-485.39887976010493
-514.3912320296014,-488.2981149870546
-394.52113080763445,-478.9204165691126
-316.8826900823543,-462.71664392043675
-502.9697099989254,-466.74195052828566
-629.9565786962153,-483.06341334507863
-623.6216772466593,-497.1192397352367
-508.57986108357994,-498.265301870071
-626.0836689787106,-511.047138580935
-520.3751355235052,-511.979938275192
-739.6507608152122,-534.7470205291941
-754.6121150698599,-556.7335299832607
-511.5560264826568,-552.2157796332003
-576.6943840428448,-554.6636400741647
-625.6302077652733,-561.7602968432756
-490.93448776921025,-554.6777159358691
-633.7351960327921,-562.5834639455613
-387.4387110252843,-545.0689886535337
-510.9546281677574,-541.657552604956
-620.1368995630548,-549.5054873007659
-621.1327729054825,-556.6682158612376
-503.5103403093625,-551.3524283060501
-262.0501364646118,-522.4221991219063
-510.6779144964813,-521.2477706593638
-697.2056565377658,-538.843559247204
-740.6255503537863,-559.0217583578622
-500.8899253082593,-553.2085750529019
-650.945666477898,-562.9822841954015
-504.30478099734665,-557.114533875596
-515.7698024325396,-552.9800607312903
-783.4739523953268,-576.029449897694
-490.0374229708674,-567.4302472050114
-705.3105861022427,-581.2182810947345
-512.4959635399218,-574.3460493392532
-633.2320482120703,-580.2346492265349
-582.0831926690915,-580.4195035707905
-505.61490027036297,-572.9390432407478
-635.0674550094202,-579.151884417615
-505.7881761139812,-571.8155135872515
-727.5159175383441,-587.3855539823608
-501.0745639690245,-578.7544549810272
-528.8069958173787,-573.7597090646623
-572.7176192742694,-573.655500085623
-609.4839094931077,-577.2383410263715
-769.023091211235,-596.4168160448578
-508.7991313331336,-587.6550475736855
-762.9301556062163,-605.1825583769386
-621.1381896776786,-606.7781215070127
-743.8594559187841,-620.4862549481899
-649.4125716657079,-623.3788866199417
-504.3554884519809,-611.4765468031457
-509.1112463963827,-601.2400167624694
-632.0142556975605,-604.3174406559785
-624.1330902660355,-606.2990056169842
-646.5173039742224,-610.3208354527081
-370.4731663437552,-586.3360685418129
-254.91330828285044,-553.1937925159167
-369.9729412828195,-534.8717073926069
-620.9740493344309,-543.4819415867893
-500.1448114757543,-539.1482285756858
-505.5355131169492,-535.7869570298121
-254.63863693042921,-507.6721250198739
-499.65746791019626,-506.8706593089061
-375.47682660667334,-493.73127603868284
-364.0329958645908,-480.7614480212736
-641.7798567887597,-496.86328889802223
-128.82883435620954,-460.059843443841
-240.40311121406165,-438.094170220863
-391.62799226958316,-433.44755242573507
-618.2790204447365,-451.9306992276352
-385.60309978166833,-445.29793928303854
-257.9528452726319,-426.5634298819979
-402.5690441805616,-424.16399131185426
-381.4229159145365,-419.8898837721225
-730.3157086809156,-450.93246626300186
-618.6877085269349,-467.7079904893952
-365.56253317493264,-457.4934447579489
-496.875678442294,-461.43166812638344
-606.7871680643725,-475.96721812018234
-622.0903963115634,-490.5795359393204
-482.10053968199355,-489.7316363135877
-483.2094302753832,-489.07941570976726
-364.8602265097502,-476.65749678976556
-376.6539673197323,-466.65714384276225
-771.6100730776402,-497.15243676625005
-735.9485114945566,-521.0320442390807
-492.85916517316736,-518.2147563324894
-638.0983979883562,-530.203120498076
-260.30054019446635,-503.21286246771507
-427.0982978469869,-495.6014060056423
-273.58154824647886,-473.39942022972593
-643.5218272505409,-490.41166093180743
-510.99263221532055,-492.46975806015877
-862.8211941498704,-529.5049016691299
-606.7208394193865,-537.2264954441556
-270.4069326586914,-510.5445391656092
-381.31334592266967,-497.62141984131523
-611.83538680345,-509.0428165375287
-630.0895717217697,-521.1474920559529
-496.67451552538034,-518.7001944028956
-505.87538173783196,-517.4177131363892
-622.1048742728219,-527.8864292500325
-642.5489973471277,-539.352686059742
-561.4598937850865,-541.5634068322764
-502.187013951429,-537.6257675441917
-381.38331613590026,-522.0015224033625
-617.2759781964907,-531.5289679826753
-442.3382499301983,-522.6098961774277
-610.2006614662026,-531.3689727063052
-473.38021396343225,-525.5700968320178
-505.5838782414749,-523.5714749729635
-507.2161316133763,-521.9359406370048
-621.3872826739943,-531.8810748407038
-852.9100888904783,-563.9839762456813
-381.02641442487754,-545.688220063601
-485.09929880423647,-539.6293279376645
-377.26470363013755,-523.3928655069118
-832.658279297664,-554.3194068859871
-717.454294635274,-570.6328956609158
-615.9116211873105,-575.1607682135552
-619.7899402660247,-579.6236854188022
-537.5294813996702,-575.414265016889
-625.8128171945564,-580.4541202346558
-506.5195408807398,-573.0606622992641
-615.6764179443,-577.3222378637677
-746.6274453797106,-594.252758615362
-621.4989886413168,-596.9773816179576
-434.36457536539126,-580.716100992701
-512.8168744892007,-573.9261783423509
-733.3777954460676,-589.8713400527225
-497.77372292606634,-580.661578340057
-820.8734919665499,-604.6827697027063
-617.4613941146107,-605.9606321438968
-621.6754199604331,-607.5321109255503
-675.8225731309709,-614.3611571460924
-751.1129034420746,-628.0363317756907
-628.5393718199457,-628.0866357801161
-636.0020784843817,-628.8781800505426
-623.5325351658643,-628.3436155620748
-576.5061130509854,-623.1598653109659
-562.2592806304727,-617.0698068429166
-518.2732730531,-607.1901534639348
-495.5809339606363,-596.029231513605
-532.156607937713,-589.6419691560159
-507.5495322288644,-581.4327254633008
-509.5859099755299,-574.2480439145237
-609.4177858284087,-577.7650181059123
-507.7157450242374,-570.7600907977449
-630.8065173255735,-576.7647334505277
-633.4358238789189,-582.4318424933668
-503.6402094696706,-574.5526791909972
-620.9189301641843,-579.189304288316
-390.07039480519984,-560.2774133400044
-768.4165475001249,-581.0913267560164
-623.7714295487032,-585.3593370352852
-506.8446265452216,-577.5078659862788
-752.6919744411808,-595.026276831769
-534.4556799850691,-588.969217147099
-841.8760116840871,-614.2598966007979
-819.1628664714793,-634.7501935878661
-567.116000660601,-627.9867742951396
-506.63757714770526,-615.8518545803962
-628.0946425552166,-617.0761333778783
-621.5437402812429,-617.5228940682147
-617.8608111149391,-617.5566857728871
-830.897544889852,-638.8907716845837
-514.9852961606493,-626.5002241321903
-741.1790251231155,-637.9681042312827
-751.2017529430349,-649.291469102458
-614.3727623453046,-645.7995984267427
-625.0104784211738,-643.7206864261858
-566.6616052255858,-636.0147783061258
-758.2807042348485,-648.2413708989981
-634.503378679725,-646.8675716770708
-635.984127739886,-645.7792272833524
-640.1332517133045,-645.2146297263475
-518.1675064364019,-632.509917397353
-691.9518100791644,-638.4541066655341
-744.7316729181267,-649.0818632907933
-732.3647469186559,-657.4101516535796
-730.1620369932931,-664.685340187551
-626.8804453126235,-660.9048507000582
-620.9997416866617,-656.9143397987186
-642.8899834851683,-655.5119041673636
-628.6156688736777,-652.822280637995
-613.3375585848524,-648.8738084326808
-736.1009466424988,-657.5965222536627
-638.7652456672125,-655.7133945950177
-622.4213282854896,-652.384187964065
-728.1966291829581,-659.9654320859543
-745.7760303143859,-668.5464919087974
-543.8276602738601,-656.0746087453036
-746.2294927943143,-665.0900971502047
-742.939912406251,-672.8750786758094
-730.1171769572824,-678.5992885039568
-714.7543013857781,-682.214789792139
-750.0053573579892,-688.993846548724
-705.042735714399,-690.5987354652915
-755.581744151083,-697.0970363338706
-619.2325561877727,-689.3105883192609
-511.74232224837493,-671.5537617121723
-494.58325986206637,-653.8567115271618
-634.4211569195312,-651.9131560663986
-722.9546966122908,-659.0173101209879
-745.2638556162007,-667.6419646705091
-796.3744141165683,-680.515209615115
-850.2022315844274,-697.4839118120462
-747.2040263554685,-702.4559232663885
-510.2754487520401,-683.2378758149537
-727.7371107956993,-687.6877993130282
-618.564232060687,-680.7754425877941
-639.6685120273926,-676.664749531754
-823.6787268434119,-691.3661472629199
-516.7022171222908,-673.8997542488569
-746.9406058331174,-681.203839407283
-634.3705429170885,-676.5205097582635
-752.0310812494832,-684.0715669073855
-511.62085343410115,-666.8264955600571
-759.0142049536335,-676.0452664994148
-250.95447102937587,-633.5361869524108
-873.8780927400506,-657.5703775311749
-267.5726843236099,-618.5706082104184
-361.92111141087577,-592.9056585304642
-712.1687176017424,-604.8319644375921
-383.1539319351973,-582.6641611873526
-860.0057628861616,-610.3983213572335
-478.80205099094206,-597.2386943206043
-510.73274484496426,-588.5880993730403
-648.4078973786342,-594.5700791735997
-626.4058285964464,-597.7536541158843
-645.9731457491409,-602.57560327921
-760.015742749009,-618.31961722619
-624.5792101368887,-618.9455765172598
-622.8675627655432,-619.3377751420882
-633.0284125217901,-620.7068388800583
-505.45545513754604,-609.1817005058072
-504.81444198008955,-598.7449746532354
-866.7917612249266,-625.5496533104046
-464.476514343134,-609.4423394136775
-517.2171226252277,-600.2198177348325
-497.63710744935236,-589.9615467062845
-633.9002603269628,-594.3554180683523
-510.474043527238,-585.9672806142408
-633.1101766496489,-590.6815702177817
-250.42247350061018,-556.6556605460646
-128.31204518981707,-513.8212990104398
-596.0027494704356,-522.0394440564394
-376.68129723609707,-507.50362937440514
-492.9905594992368,-506.0523223868883
-708.4972330625992,-526.2968134544594
-525.3212720648665,-526.1992593155002
-631.2461967329001,-536.7039530572401
-469.4315612287814,-529.9767138743942
-373.34091855094715,-514.3131343420496
-261.33256685657,-489.01507759350164
-259.0706932308405,-466.0206391572355
-649.7567945114142,-484.3942546926534
-500.5878578454864,-486.0136150079367
-628.6876604875661,-500.28101955589966
-587.7446330343296,-509.0273809037427
-365.067387648934,-494.6313815782618
-541.3680134769211,-499.3050447681278
-382.18141186940915,-487.59268147825594
-254.73489663423857,-464.3069029938542
-261.21788473954444,-443.99800116842323
-624.8492649742421,-462.08312754900516
-544.3500293005623,-470.30981772416084
-500.9292859269905,-473.37176454444386
-636.4477692789632,-489.6793650178958
-509.95477694521134,-491.7069062106274
-388.2542514449557,-481.36164073406024
-601.9354550125339,-493.4190221619076
-451.58830847598483,-489.23595079331534
-772.290731978381,-517.541428911822
-519.4457042495909,-517.7318564455989
-256.85210114641353,-491.6438809156803
-261.06933691681587,-468.5864265157939
-262.5911147599128,-447.9868953402058
-233.11522855710106,-426.49972866189535
-714.1766776944002,-455.26742356514586
-290.9724786608704,-438.8379290747183
-505.5240149586569,-445.50653766311217
-501.3951256889279,-451.09539646569374
-626.401776463671,-468.62603446549144
-384.9391596003095,-460.25734697897326
-608.2462728429969,-475.0562395653757
-250.07526116136995,-452.55814172497514
-638.7514090341069,-471.17746845588835
-511.055948794763,-475.1653164897758
-6.643595022844736,-428.31314434308274
-762.7993967382934,-461.76176958260385
-727.1957249647184,-488.30516512081533
-137.5431611122168,-453.22896471995546
-512.2948627191765,-459.1355545198776
-505.95970651794914,-463.81796971968475
-383.1229737543269,-455.748470123149
-884.4934815519923,-498.62297126603335
-501.64298432115794,-498.9249725715458
-526.8885219461878,-501.72132750901005
-507.3333965657419,-502.28253441468325
-376.6284837168932,-489.71712934490427
-386.0917965422087,-479.35459606463473
-385.3485814056726,-469.9539945987386
-756.6716524404001,-498.62576038290473
-624.2419415289114,-511.1873784975054
-740.7228782264094,-534.1409284703958
-380.57801539635295,-518.7846371629915
-512.4060930544643,-518.1467827521388
-643.5340845043697,-530.685512927362
-637.2490050664381,-541.3418621412696
-426.7577319689441,-529.8834491240372
-620.5394656602448,-538.9490507776579
-620.4807261118436,-547.1022183110765
-508.07387612146374,-543.1993840921152
-516.1224183239715,-540.4916875153009
-754.4019752589612,-561.882716289667
-396.5218402919024,-545.3466286898905
-866.7357336348832,-577.4855391843898
-640.9500982100859,-583.8319950869595
-789.4806748530774,-604.3968630635713
-395.6699382850873,-583.524170585723
-517.2040513525897,-576.8921586624097
-632.1543716014869,-582.4183799563174
-893.8339022538903,-613.5599321860747
-406.0068236598376,-592.804621333451
-692.3512987636373,-602.7592890764697
-654.4958105371038,-607.9329412225331
-708.3156713050972,-617.9712142307895
-633.2623547889405,-619.5003282866047
-631.1605281128152,-620.6663482692258
-644.9116707094063,-623.0908805132437
-631.8679494708111,-623.9685874090005
-639.988626367261,-625.5705913048266
-757.9856572598508,-638.812097900329
-645.1169647061097,-639.4425845809071
-635.0338769101868,-639.0017138138352
-634.8581827976011,-638.5873607122118
-760.0700047397264,-650.7356251149632
-696.3155255417311,-655.29361515764
-623.7907231043803,-652.1433259523141
-625.1125224314081,-649.4402456002234
-509.23233559877605,-635.4194546000788
-632.7274522890486,-635.1502543689759
-607.4778650964316,-632.3830154417215
-630.3623018903875,-632.180944086588
-708.5968882422443,-639.8225385021537
-507.69052475461996,-626.6093371274004
-515.8934941561397,-615.5377528302743
-764.6589118561559,-630.4498687328623
-775.0419038207642,-644.9090722416526
-742.1968534126629,-654.6378503587537
-750.9086025242547,-664.2649255753038
-508.6374807125559,-648.7021810890291
-730.2786577313826,-656.8598287532644
-630.6654063489146,-654.2403865128294
-749.1659391287194,-663.7329417744185
-629.5225154344931,-660.3118991404259
-851.5229915634995,-679.4330083827333
-855.0870441963059,-696.9984119640906
-850.8491562526149,-712.383486392943
-509.35638000120775,-692.0807757537696
-613.6368751326232,-684.236385691655
-859.9834511069234,-701.8110922331819
-516.5952824765512,-683.2895112575188
-634.8951701739761,-678.4500771491646
-744.8732441375556,-685.0923938480038
-629.8826645329721,-679.5714209165006
-743.3404539873959,-685.9483242235901
-668.104026152774,-684.1638944165086
-612.8593814344705,-677.0334431183048
-748.3429483926246,-684.1643936457368
-640.776054089594,-679.8255596901225
-624.9077646648171,-674.3337801875921
-626.8795052784398,-669.5883526966769
-496.61740165628737,-652.291257592638
-642.4252602797288,-651.3046578613471
-643.1957227501972,-650.4937643502321
-735.0604275947148,-658.9504306746804
-752.2591235439667,-668.2812999616091
-731.2445466619208,-674.5776246316402
-634.7836112066764,-670.5982232891438
-753.3047919021282,-678.8688801504422
-690.4034747892459,-680.0223396143226
-729.4751827249804,-684.9676239253885
-750.8688790371947,-691.5577494365691
-863.6101890460434,-708.7629933975165
-882.4065677860377,-726.1273508363687
-961.1637518496323,-749.6309909376951
-508.3051572929314,-725.4984075732186
-609.2949559651136,-713.8780624124082
-742.7977699350569,-716.7700331646731
-752.0732768098975,-720.3003575291955
-925.6060892082495,-740.8309306971009
-507.9815524078186,-717.5459928681727
-747.2553627487785,-720.5169298562333
-817.5894238809365,-730.2241792587038
-627.2723091648654,-719.9289922493199
-857.1358754289098,-733.6496805672789
-730.5683756082012,-733.3415500713711
-742.2389331015323,-734.2312883743873
-667.753204200463,-727.5834799569949
-861.9636791993418,-741.0214998812296
-628.5555017786581,-729.7749000709724
-743.5588444825204,-731.1532945121272
-626.3221942076437,-720.6701844816789
-643.4743005657767,-712.9505960900887
-633.3863742171176,-704.9941739027915
-725.3050824773584,-707.0252647602482
-856.9257674618733,-722.0153150304108
-643.3935404175525,-714.1531375691249
-739.4613900357849,-716.6839628157909
-743.657803202455,-719.3813468544574
-738.8921240000936,-721.3324245690211
-748.2477918329315,-724.0239612954122
-630.7725775711766,-714.6988229229886
-845.4007436978849,-727.7690150004782
-628.755477661696,-717.8676612666001
-627.1700626145479,-708.7979014013948
-751.364944341965,-713.0546056954519
-619.1429724574958,-703.6634423716563
-657.1256421905204,-699.0096623535427
-749.3754682588807,-704.0462429440764
-517.017031036317,-685.3433217533004
-880.8993652261557,-704.8989261005859
-692.9873283319106,-703.7077663237184
-644.5520965081506,-697.7921993421616
-608.0591189835889,-688.8188913063043
-689.6314966033966,-688.9001518360136
-628.7758876773429,-682.8877254201466
-637.4343278697498,-678.3423856651069
-852.1588687237928,-695.7240339709756
-885.1608576039823,-714.6677163342763
-465.16124524701047,-689.7170692255497
-602.4544985938879,-680.9908121623836
-634.5846101076048,-676.3501919569057
-637.1123496744083,-672.426407728656
-502.8127939401995,-655.4650463498105
-740.7761076485482,-663.9961524796843
-634.4776781354051,-661.0443050452564
-879.2868897315506,-682.8685635138859
-757.7535374707597,-690.3570609095733
-798.3198546878151,-701.1533402873974
-916.9615517917753,-722.7341614378352
-837.4729799223115,-734.2080432862829
-647.1155697264971,-725.4987959303044
-670.7170905605282,-720.0206253933268
-763.715939983393,-724.3901568523335
-634.7037609873647,-715.4215172658365
-752.7680958563567,-719.1561751248886
-644.0874296067115,-711.6493005730708
-754.7721503752833,-715.9615855532921
-625.2138457990494,-706.8868115778679
-743.62536440396,-710.5606668604771
-639.6337508259097,-703.4679752570205
-509.0684500667321,-684.0280227379916
-861.7005117442964,-701.7952716386221
-522.9307424781604,-683.9088187225759
-772.2905651281224,-692.7469933631306
-859.4916061069896,-709.4214546375166
-772.6118185663493,-715.7404910303999
-746.766199005963,-718.8430618279561
-741.0741858107739,-721.0661742262379
-1021.8420229369272,-751.1437590973068
-749.1640744254552,-750.9457906301216
-860.6303602721426,-761.9142475943237
-657.0348431597254,-751.4263071508639
-754.1941827429547,-751.703094710073
-755.2356284990698,-752.0563480889726
-768.1428961396089,-753.6650028940363
-764.3542551313135,-754.7339281177641
-623.5797161643742,-741.6185069224251
-761.9214638376508,-743.6488026139477
-639.0567346011096,-733.1895958126639
-752.1574505681791,-735.0863812882154
-624.8614309047756,-724.0638862498714
-761.780282550917,-727.835525879976
-842.4797319526926,-739.2999464872477
-642.8877546040853,-729.6587272989314
-572.2649725100406,-713.9193518200423
-720.3957201605781,-714.5669886540959
-550.4589772858127,-698.1561875172677
-796.8960046154348,-708.0301692270843
-442.42572218536924,-681.4697245229129
-757.9021733651766,-689.1129694071393
-761.2870236216093,-696.3303748285863
-904.8396766105919,-717.1813050067868
-884.1459511857971,-733.877769624688
-634.8861321088808,-723.9786058731072
-664.0586624077025,-717.9866115265668
-729.8666776655341,-719.1746181404635
-764.7503827076621,-723.7321945971834
-765.6160457794908,-727.9205797154141
-634.377707886101,-718.5662925324829
-754.8473183363042,-722.1943951128651
-740.9157308472157,-724.0665286863002
-539.6588570154273,-705.625761519213
-720.107787667759,-707.0739641340676
-634.5992172946027,-699.8264894501211
-734.7328827349531,-703.3171287786043
-705.9547157378933,-703.5808874745333
-670.2180427083799,-700.2446029979179
-610.2181940184311,-691.2419620999692
-857.9720559983721,-707.9149714898095
-523.5168449378197,-689.4751588346105
-693.1677286387053,-689.8444158150199
-760.429842925499,-696.9029585260679
-632.6837172180915,-690.4810343952702
-636.6172623676433,-685.0946571925075
-616.8698000858667,-678.2721714818434
-855.3229676289461,-695.9772510965537
-667.9253003853873,-693.1720560254371
-393.43121417020836,-663.1979718399142
-499.9008304470863,-646.8682577006314
-255.4184577076742,-607.7232777013356
-615.0116289335899,-608.4521128245611
-498.5028257898491,-597.4571841210899
-755.7678167411983,-613.2882473831007
-503.4011160952714,-602.2995342543179
-770.3172333700566,-619.1013041658919
-502.1200457896113,-607.4031783282638
-760.5190997170436,-622.7147704671419
-504.2497673804049,-610.8682701584682
-608.0498562841595,-610.5864287710374
-731.163077293674,-622.644093623301
-633.7869901559659,-623.7583832765675
-514.8011704957704,-612.8626619984879
-818.7351313734899,-633.4499089359881
-755.031336583131,-645.6080517007024
-502.8262768175072,-631.3298742123828
-615.5844394851739,-629.755330739662
-703.1434453390002,-637.0941421995958
-814.8944810172999,-654.8741760813663
-377.6285407758478,-627.1496125508144
-506.3787001116919,-615.0725213069021
-488.7039713797409,-602.435666314186
-846.1975820635075,-626.8118578891182
-393.66298819504095,-603.4969709197105
-374.74901964000907,-580.6221757917403
-498.8222401142214,-572.4421822239885
-636.4022129271299,-578.8381852943028
-625.0912735905025,-583.4634941239227
-507.2223352896051,-575.839378240491
-508.6642069633018,-569.1218611127722
-496.0436586474002,-561.814040866235
-626.5123738416031,-568.2838741637718
-366.4611559407862,-548.1016023414733
-629.7589456257781,-556.2673366699038
-643.5075406315084,-564.9913570660642
-601.177437819762,-568.609965141434
-500.53917080106027,-561.8028857073966
-623.6606358590221,-567.9886607225592
-257.1750258283014,-536.9072972331334
-954.0756014938073,-578.6241276592008
-385.2321616258129,-559.284931055862
-457.582649678944,-549.1147029181702
-732.836576467206,-567.4868902730739
-512.2638179612397,-561.9645830418905
-389.94018004502504,-544.762142742204
-383.96210432698905,-528.6821389006825
-715.2989343476505,-547.3438184453793
-607.2348212076835,-553.3329187216098
-741.8399757316429,-572.1836244226131
-395.83000773892,-554.5482627542438
-682.4955677500922,-567.3429932538286
-747.1285816498257,-585.3215520934283
-626.1748251245791,-589.4068793965434
-860.1922724543994,-616.4854187023291
-581.8782419855931,-613.0247010306555
-422.63006982666656,-593.9852379102566
-756.9540932514185,-610.2821234443728
-622.1497117500351,-611.468882274939
-621.9940312228321,-612.5213971697284
-505.45289283203266,-601.8145467359589
-721.7096019647952,-613.8040522588425
-748.4571110606051,-627.2693581390188
-619.3640840660721,-626.4788307317242
-742.6693510291886,-638.0978827614707
-619.7920474166742,-636.2672992269911
-737.2724199617152,-646.3678113004636
-629.601961272932,-644.6912262977105
-509.235822601886,-631.145685928128
-836.8154269425914,-651.7126600295744
-500.31239546014797,-636.5726335726318
-717.8976554770986,-644.7051357630785
-861.19156928204,-666.3537791149747
-747.0721569438957,-674.4256168978668
-735.8707397245407,-680.5701291805342
-630.9854411655247,-675.6116603790333
-730.916863606624,-681.1421807017924
